ID_Cliente,Abandono,Genero,Adulto_Mayor,Socio,Dependientes,Meses_Permanencia,Servicio_Telefonico,Lineas_Multiples,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales,Cuentas_Diarias,Cargos_Totales,Total_Servicios
5044-XDPYX,0.0,Femenino,0,1,0,51,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Cheque por Correo,25.5,0.85,1281.25,0.0
5046-NUHWD,0.0,Femenino,1,1,0,29,0,No phone service,DSL,Yes,No,Yes,No,No,Yes,Mensual,1,Cheque Electrónico,45.0,1.5,1228.65,0.0
5047-LHVLY,1.0,Masculino,1,0,1,1,1,No,DSL,No,No,Yes,No,No,No,Mensual,1,Cheque por Correo,50.15,1.6716666666666666,50.15,0.0
5049-GLYVG,1.0,Masculino,0,0,0,1,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,20.6,0.6866666666666668,20.6,0.0
5049-MUBWG,0.0,Masculino,0,0,0,26,1,No,DSL,Yes,No,No,Yes,Yes,Yes,Anual,0,Transferencia Bancaria,75.0,2.5,1908.35,0.0
5052-PNLOS,1.0,Masculino,0,0,0,3,1,Yes,Fibra Óptica,No,Yes,Yes,No,Yes,Yes,Mensual,1,Transferencia Bancaria,105.35,3.5116666666666663,323.25,0.0
5054-IEXZT,1.0,Masculino,0,0,1,1,1,No,Fibra Óptica,No,Yes,No,No,No,No,Mensual,1,Cheque Electrónico,75.35,2.5116666666666663,75.35,0.0
5055-BRMNE,0.0,Femenino,0,1,1,67,1,Yes,Fibra Óptica,Yes,No,No,Yes,Yes,Yes,Bienal,0,Tarjeta de Crédito,106.7,3.5566666666666666,7009.5,0.0
5055-MGMGF,0.0,Femenino,0,1,0,65,1,Yes,Fibra Óptica,Yes,No,Yes,No,Yes,Yes,Mensual,1,Cheque Electrónico,105.05,3.5016666666666665,6914.95,0.0
5056-FIMPT,0.0,Femenino,0,0,1,43,1,No,Fibra Óptica,Yes,Yes,No,Yes,Yes,Yes,Anual,1,Tarjeta de Crédito,106.0,3.533333333333333,4532.3,0.0
5057-LCOUI,1.0,Femenino,0,0,0,39,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Mensual,1,Cheque Electrónico,50.75,1.6916666666666667,2011.4,0.0
5057-RKGLH,0.0,Femenino,0,1,1,9,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Cheque por Correo,20.35,0.6783333333333333,191.1,0.0
5060-TQUQN,0.0,Masculino,0,1,1,30,1,Yes,Fibra Óptica,No,Yes,No,Yes,No,No,Mensual,1,Transferencia Bancaria,83.55,2.7849999999999997,2570.2,0.0
5061-PBXFW,0.0,Femenino,0,1,1,32,1,No,DSL,Yes,Yes,No,Yes,No,No,Mensual,0,Transferencia Bancaria,61.4,2.0466666666666664,1864.65,0.0
5062-CJJKH,0.0,Masculino,0,1,1,25,1,No,DSL,No,Yes,Yes,No,No,No,Anual,0,Cheque por Correo,53.65,1.7883333333333333,1355.45,0.0
5063-IUOKK,0.0,Masculino,0,0,0,13,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Cheque por Correo,19.75,0.6583333333333333,265.75,0.0
5066-GFJMM,0.0,Femenino,0,1,0,3,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,1,Cheque por Correo,19.9,0.6633333333333333,45.75,0.0
5067-DGXLL,0.0,Masculino,0,0,0,2,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,20.25,0.675,36.8,0.0
5067-WJEUN,0.0,Masculino,0,1,1,67,1,No,DSL,Yes,Yes,No,No,No,No,Bienal,1,Transferencia Bancaria,54.2,1.8066666666666669,3838.2,0.0
5067-XJQFU,0.0,Masculino,1,1,1,66,1,Yes,Fibra Óptica,No,Yes,Yes,Yes,Yes,Yes,Anual,1,Cheque Electrónico,108.45,3.615,7076.35,0.0
5071-FBJFS,0.0,Femenino,0,1,1,4,1,No,DSL,Yes,No,No,No,No,No,Mensual,0,Cheque Electrónico,50.3,1.6766666666666665,217.1,0.0
5073-RZGBK,0.0,Femenino,0,1,1,50,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Anual,1,Transferencia Bancaria,80.05,2.6683333333333334,4042.2,0.0
5073-WXOYN,1.0,Femenino,0,0,0,60,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Mensual,1,Cheque Electrónico,50.8,1.6933333333333331,3027.4,0.0
5074-FBGHB,0.0,Masculino,0,0,0,64,1,Yes,Fibra Óptica,No,No,Yes,Yes,Yes,Yes,Anual,1,Tarjeta de Crédito,104.65,3.4883333333333337,6889.8,0.0
5075-JSDKI,0.0,Femenino,0,0,0,59,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Cheque Electrónico,24.45,0.815,1493.1,0.0
5076-YVXCM,0.0,Masculino,0,0,0,51,1,Yes,Fibra Óptica,No,No,No,No,No,Yes,Mensual,0,Transferencia Bancaria,83.4,2.7800000000000002,4149.45,0.0
5077-DXTCG,1.0,Femenino,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,45.3,1.51,45.3,0.0
5081-NWSUP,0.0,Femenino,0,0,0,10,1,No,DSL,No,Yes,No,Yes,No,Yes,Anual,0,Cheque por Correo,64.9,2.1633333333333336,685.55,0.0
5083-QPLHM,,Masculino,0,1,1,14,1,No,DSL,Yes,Yes,No,No,Yes,No,Mensual,1,Cheque Electrónico,65.45,2.1816666666666666,937.6,0.0
5084-OOVCJ,0.0,Femenino,0,1,1,17,1,No,DSL,Yes,No,No,Yes,No,No,Mensual,1,Tarjeta de Crédito,55.35,1.845,920.5,0.0
5087-SUURX,1.0,Femenino,0,1,0,18,0,No phone service,DSL,No,No,Yes,No,Yes,No,Mensual,1,Cheque Electrónico,39.05,1.3016666666666665,669.85,0.0
5088-QZLRL,0.0,Masculino,0,0,0,1,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque Electrónico,20.65,0.6883333333333332,20.65,0.0
5089-IFSDP,1.0,Femenino,0,1,0,58,1,Yes,Fibra Óptica,Yes,Yes,Yes,No,Yes,Yes,Bienal,1,Transferencia Bancaria,109.45,3.6483333333333334,6144.55,0.0
5090-EMGTC,0.0,Femenino,0,1,0,59,1,No,Fibra Óptica,No,Yes,No,Yes,Yes,Yes,Bienal,1,Cheque por Correo,100.05,3.335,6034.85,0.0
5091-HFAZW,0.0,Femenino,0,0,0,2,1,No,Fibra Óptica,Yes,Yes,No,No,Yes,No,Mensual,1,Cheque Electrónico,91.15,3.0383333333333336,168.5,0.0
5092-STPKP,0.0,Femenino,0,0,0,24,1,No,DSL,Yes,No,No,Yes,No,No,Mensual,0,Tarjeta de Crédito,56.35,1.8783333333333334,1381.2,0.0
5093-FEGLU,0.0,Femenino,0,1,0,47,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Transferencia Bancaria,19.65,0.6549999999999999,921.55,0.0
5095-AESKG,1.0,Femenino,0,1,0,3,1,Yes,Fibra Óptica,No,Yes,No,No,No,Yes,Mensual,1,Tarjeta de Crédito,91.5,3.05,242.95,0.0
5095-ETBRJ,0.0,Femenino,0,1,0,55,1,No,DSL,Yes,Yes,No,Yes,No,No,Bienal,0,Cheque por Correo,56.8,1.8933333333333333,3112.05,0.0
5099-BAILX,1.0,Masculino,1,1,1,43,1,Yes,Fibra Óptica,No,Yes,Yes,Yes,Yes,Yes,Mensual,1,Transferencia Bancaria,110.75,3.691666666666667,4687.9,0.0
5103-MHMHY,1.0,Femenino,0,0,1,1,1,No,DSL,No,No,No,No,No,No,Mensual,0,Cheque por Correo,45.95,1.5316666666666667,45.95,0.0
5108-ADXWO,1.0,Masculino,0,0,0,11,1,No,Fibra Óptica,Yes,No,No,No,No,No,Mensual,1,Cheque Electrónico,73.5,2.45,791.75,0.0
5110-CHOPY,0.0,Femenino,0,0,0,60,0,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Bienal,0,Cheque Electrónico,53.6,1.7866666666666666,3237.05,0.0
5115-GZDEL,0.0,Masculino,0,0,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,0,Tarjeta de Crédito,67.2,2.24,4671.7,0.0
5115-SQAAU,0.0,Femenino,0,1,1,69,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,1,Transferencia Bancaria,25.6,0.8533333333333334,1673.4,0.0
5117-IFGPS,0.0,Masculino,1,1,0,29,1,Yes,Fibra Óptica,No,No,No,No,No,Yes,Mensual,1,Cheque Electrónico,84.3,2.81,2357.75,0.0
5117-ZSMHQ,0.0,Femenino,0,1,1,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,0,Transferencia Bancaria,89.9,2.996666666666667,6342.7,0.0
5118-MUEYH,0.0,Femenino,0,1,0,48,1,Yes,Fibra Óptica,No,Yes,No,Yes,Yes,Yes,Mensual,1,Tarjeta de Crédito,105.1,3.503333333333333,5083.55,0.0
5119-KEPFY,0.0,Masculino,0,1,0,36,1,Yes,Fibra Óptica,No,No,No,No,Yes,Yes,Mensual,1,Transferencia Bancaria,95.0,3.1666666666666665,3440.25,0.0
5119-NZPTV,0.0,Masculino,1,1,0,2,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,0,Cheque Electrónico,70.1,2.3366666666666664,141.65,0.0
5120-ZBLAI,0.0,Femenino,0,1,0,50,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Anual,0,Transferencia Bancaria,75.7,2.5233333333333334,3876.2,0.0
5122-CYFXA,0.0,Femenino,0,0,0,3,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Mensual,1,Cheque Electrónico,75.3,2.51,244.1,0.0
5124-EOGYE,0.0,Masculino,0,0,0,31,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Cheque por Correo,20.45,0.6816666666666666,638.55,0.0
5125-CNDSP,0.0,Masculino,0,0,1,63,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,Anual,1,Transferencia Bancaria,40.6,1.3533333333333333,2588.95,0.0
5126-RCXYW,0.0,Masculino,0,1,1,54,0,No phone service,DSL,No,No,Yes,Yes,No,Yes,Bienal,0,Tarjeta de Crédito,46.0,1.5333333333333334,2424.05,0.0
5127-BZENZ,0.0,Femenino,0,1,1,56,1,Yes,DSL,Yes,No,No,No,Yes,No,Anual,0,Transferencia Bancaria,65.2,2.1733333333333333,3512.15,0.0
5129-HHMZC,0.0,Femenino,0,1,0,43,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Bienal,0,Tarjeta de Crédito,86.45,2.881666666666667,3574.5,0.0
5129-JLPIS,0.0,Masculino,0,0,0,25,1,No,Fibra Óptica,Yes,No,Yes,Yes,Yes,Yes,Mensual,1,Cheque Electrónico,105.5,3.5166666666666666,2686.05,0.0
5130-IEKQT,1.0,Masculino,1,0,0,25,1,Yes,Fibra Óptica,No,Yes,Yes,No,Yes,Yes,Mensual,0,Cheque por Correo,105.95,3.5316666666666667,2655.25,0.0
5130-YPIRV,0.0,Femenino,0,1,0,62,1,No,DSL,Yes,Yes,Yes,No,Yes,No,Bienal,1,Tarjeta de Crédito,72.0,2.4,4284.2,0.0
5131-PONJI,0.0,Masculino,0,1,1,49,1,No,Fibra Óptica,No,Yes,Yes,No,Yes,No,Mensual,1,Tarjeta de Crédito,90.4,3.0133333333333336,4494.65,0.0
5133-POWUA,0.0,Masculino,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Mensual,1,Cheque por Correo,45.8,1.5266666666666666,45.8,0.0
5133-VRSAB,0.0,Masculino,0,0,0,8,0,No phone service,DSL,Yes,No,No,No,No,No,Mensual,0,Cheque por Correo,29.35,0.9783333333333334,216.45,0.0
5134-IKDAY,1.0,Femenino,0,1,1,1,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,69.8,2.3266666666666667,69.8,0.0
5134-RCXTN,,Femenino,1,1,0,50,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Cheque Electrónico,25.2,0.84,1306.3,0.0
5135-GRQJV,0.0,Masculino,1,1,0,72,1,Yes,Fibra Óptica,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,1,Cheque por Correo,114.5,3.816666666666667,8331.95,0.0
5135-RDDQL,0.0,Femenino,0,1,1,63,1,No,DSL,Yes,No,No,No,No,No,Bienal,1,Transferencia Bancaria,50.65,1.6883333333333332,3221.25,0.0
5136-GFPMB,0.0,Masculino,0,0,0,54,1,Yes,Fibra Óptica,No,No,Yes,No,No,Yes,Mensual,0,Tarjeta de Crédito,89.4,2.98,4869.5,0.0
5136-KCKGI,1.0,Femenino,0,1,1,33,1,Yes,Fibra Óptica,Yes,No,Yes,No,Yes,Yes,Anual,1,Cheque por Correo,103.7,3.4566666666666666,3467.0,0.0
5136-RGMZO,0.0,Masculino,0,0,0,31,1,Yes,DSL,No,Yes,No,Yes,Yes,No,Mensual,1,Cheque Electrónico,71.05,2.368333333333333,2168.15,0.0
5138-WVKYJ,1.0,Masculino,0,0,0,10,1,Yes,Fibra Óptica,Yes,No,No,No,Yes,Yes,Mensual,0,Cheque Electrónico,98.55,3.2849999999999997,1008.55,0.0
5140-FOMCQ,0.0,Femenino,0,1,0,59,1,Yes,Fibra Óptica,Yes,Yes,Yes,No,Yes,Yes,Anual,1,Tarjeta de Crédito,109.15,3.6383333333333336,6557.75,0.0
5141-ZUVBH,0.0,Femenino,0,0,1,9,1,No,Fibra Óptica,Yes,No,Yes,Yes,No,Yes,Mensual,0,Transferencia Bancaria,93.0,3.1,870.25,0.0
5143-EGQFK,1.0,Femenino,1,0,0,10,0,No phone service,DSL,No,No,No,Yes,No,No,Mensual,1,Cheque Electrónico,29.65,0.9883333333333333,291.4,0.0
5143-WMWOG,1.0,Masculino,0,0,0,1,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque Electrónico,19.95,0.6649999999999999,19.95,0.0
5144-PQCDZ,0.0,Masculino,0,0,0,4,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,1,Cheque por Correo,19.95,0.6649999999999999,59.25,0.0
5144-TVGLP,0.0,Masculino,1,0,0,38,1,Yes,Fibra Óptica,No,No,No,No,Yes,Yes,Mensual,0,Cheque Electrónico,94.75,3.158333333333333,3653.0,0.0
5146-CBVOE,0.0,Femenino,0,0,0,16,1,No,Fibra Óptica,No,Yes,No,No,No,No,Mensual,0,Transferencia Bancaria,75.1,2.503333333333333,1212.85,0.0
5146-YYFRZ,0.0,Masculino,0,0,0,67,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Transferencia Bancaria,19.95,0.6649999999999999,1311.75,0.0
5148-HKFIR,0.0,Femenino,0,0,0,20,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Cheque por Correo,19.7,0.6566666666666666,406.95,0.0
5148-ORICT,0.0,Femenino,0,1,0,64,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Bienal,1,Cheque por Correo,74.35,2.478333333333333,4759.55,0.0
5149-CUZUJ,0.0,Masculino,0,1,1,28,1,No,Fibra Óptica,No,Yes,Yes,Yes,Yes,No,Anual,0,Transferencia Bancaria,92.9,3.0966666666666667,2768.35,0.0
5149-QYTTU,0.0,Femenino,0,1,1,71,1,Yes,Fibra Óptica,Yes,Yes,Yes,Yes,No,No,Anual,1,Tarjeta de Crédito,95.15,3.171666666666667,6770.85,0.0
5149-TGWDZ,0.0,Femenino,0,0,0,21,1,No,Fibra Óptica,No,Yes,Yes,Yes,Yes,Yes,Anual,1,Cheque por Correo,104.55,3.485,2239.4,0.0
5150-ITWWB,0.0,Masculino,1,0,0,3,1,Yes,Fibra Óptica,No,No,No,No,Yes,Yes,Mensual,1,Cheque Electrónico,94.85,3.1616666666666666,335.75,0.0
5150-LJNSR,0.0,Masculino,0,1,1,31,1,Yes,Fibra Óptica,Yes,No,Yes,No,Yes,No,Anual,0,Transferencia Bancaria,98.05,3.268333333333333,3082.1,0.0
5151-HQRDG,0.0,Masculino,0,1,0,37,1,Yes,DSL,Yes,No,No,No,No,No,Mensual,1,Cheque por Correo,55.05,1.835,2030.75,0.0
5153-LXKDT,0.0,Masculino,0,1,1,68,1,Yes,Fibra Óptica,Yes,Yes,Yes,No,Yes,Yes,Bienal,1,Cheque Electrónico,110.2,3.6733333333333333,7467.5,0.0
5153-RTHKF,0.0,Femenino,0,0,0,34,1,Yes,Fibra Óptica,No,No,No,No,Yes,No,Mensual,0,Cheque Electrónico,85.35,2.8449999999999998,2896.6,0.0
5154-VEKBL,1.0,Femenino,0,0,0,9,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Mensual,0,Cheque por Correo,58.5,1.95,539.85,0.0
5155-AZQPB,0.0,Femenino,0,1,1,28,1,Yes,DSL,No,No,No,No,No,No,Mensual,0,Cheque por Correo,49.9,1.6633333333333333,1410.25,0.0
5156-UMKOW,0.0,Femenino,0,0,1,3,0,No phone service,DSL,No,Yes,No,No,No,No,Mensual,0,Cheque por Correo,29.65,0.9883333333333333,90.05,0.0
5158-RIVOP,0.0,Femenino,0,1,1,11,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Tarjeta de Crédito,20.9,0.6966666666666667,202.3,0.0
5159-YFPKQ,1.0,Femenino,0,0,0,2,1,No,Fibra Óptica,No,No,Yes,No,No,No,Mensual,1,Cheque Electrónico,75.8,2.5266666666666664,160.75,0.0
5160-UXJED,0.0,Masculino,0,0,1,17,1,No,DSL,No,No,No,No,No,No,Anual,0,Cheque por Correo,44.6,1.4866666666666668,681.4,0.0
5161-UBZXI,0.0,Masculino,0,1,1,69,1,No,Fibra Óptica,Yes,Yes,No,Yes,Yes,Yes,Bienal,1,Tarjeta de Crédito,106.35,3.545,7261.75,0.0
5161-XEUVX,0.0,Masculino,0,1,0,37,1,Yes,Fibra Óptica,No,No,Yes,Yes,Yes,No,Bienal,0,Cheque por Correo,94.3,3.143333333333333,3460.95,0.0
5167-GBFRE,1.0,Masculino,1,0,0,4,0,No phone service,DSL,No,No,No,No,No,No,Mensual,1,Transferencia Bancaria,25.2,0.84,102.5,0.0
5167-ZFFMM,1.0,Masculino,0,0,0,1,1,Yes,Fibra Óptica,No,Yes,No,No,No,Yes,Mensual,1,Tarjeta de Crédito,90.85,3.0283333333333333,90.85,0.0
5168-MQQCA,0.0,Femenino,0,1,0,72,1,Yes,Fibra Óptica,No,Yes,Yes,Yes,Yes,Yes,Anual,1,Transferencia Bancaria,108.5,3.6166666666666667,8003.8,0.0
5168-MSWXT,0.0,Masculino,0,1,1,8,1,No,Fibra Óptica,No,No,Yes,No,Yes,Yes,Mensual,1,Cheque Electrónico,94.75,3.158333333333333,759.55,0.0
5170-PTRKA,0.0,Femenino,0,1,1,49,0,No phone service,DSL,Yes,No,No,Yes,No,No,Anual,1,Tarjeta de Crédito,35.8,1.1933333333333331,1782.0,0.0
5171-EPLKN,0.0,Masculino,0,0,0,27,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Tarjeta de Crédito,19.85,0.6616666666666667,470.0,0.0
5172-MIGPM,0.0,Masculino,0,0,0,4,1,Yes,DSL,No,No,No,Yes,No,Yes,Mensual,0,Cheque por Correo,65.55,2.185,237.2,0.0
5172-RKOCB,0.0,Masculino,0,1,0,72,1,Yes,Fibra Óptica,Yes,Yes,No,Yes,Yes,Yes,Bienal,1,Tarjeta de Crédito,108.95,3.631666666666667,7875.0,0.0
5173-WXOQV,0.0,Masculino,0,1,0,2,1,No,DSL,No,Yes,No,Yes,No,Yes,Mensual,1,Cheque por Correo,64.2,2.14,143.65,0.0
5173-ZXXXL,0.0,Masculino,0,0,0,2,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Cheque por Correo,19.95,0.6649999999999999,47.7,0.0
5174-ITUMV,0.0,Masculino,0,1,1,67,1,Yes,Fibra Óptica,No,Yes,Yes,No,Yes,Yes,Anual,1,Cheque Electrónico,105.4,3.5133333333333336,6989.45,0.0
5174-RNGBH,1.0,Femenino,0,0,0,9,1,No,DSL,No,Yes,No,Yes,Yes,No,Mensual,0,Cheque por Correo,66.25,2.2083333333333335,620.55,0.0
5175-AOBHI,1.0,Femenino,0,0,0,4,1,No,DSL,No,No,No,No,No,No,Mensual,1,Cheque por Correo,46.0,1.5333333333333334,193.6,0.0
5175-WLYXL,0.0,Masculino,0,0,0,22,1,Yes,Fibra Óptica,No,Yes,No,No,No,No,Mensual,1,Cheque por Correo,78.85,2.628333333333333,1600.25,0.0
5176-LDKUH,0.0,Femenino,0,0,0,48,1,No,Fibra Óptica,No,Yes,No,No,No,No,Anual,0,Cheque Electrónico,75.15,2.5050000000000003,3772.65,0.0
5176-LMJXE,0.0,Femenino,0,0,0,47,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,1,Cheque por Correo,20.55,0.685,945.7,0.0
5176-OLSKT,0.0,Femenino,0,1,0,66,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Bienal,0,Transferencia Bancaria,66.9,2.23,4370.25,0.0
5177-RVZNU,0.0,Femenino,0,0,1,37,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Transferencia Bancaria,20.3,0.6766666666666666,755.4,0.0
5178-LMXOP,1.0,Masculino,1,1,0,1,1,Yes,Fibra Óptica,No,No,No,No,Yes,Yes,Mensual,1,Cheque Electrónico,95.1,3.17,95.1,0.0
5180-UCIIQ,1.0,Masculino,1,1,1,22,0,No phone service,DSL,Yes,No,No,No,No,Yes,Mensual,0,Cheque por Correo,40.05,1.335,880.2,0.0
5181-OABFK,0.0,Femenino,0,1,1,56,1,No,DSL,Yes,Yes,Yes,No,No,No,Bienal,1,Tarjeta de Crédito,61.3,2.0433333333333334,3346.8,0.0
5183-KLYEM,0.0,Femenino,0,0,0,72,1,Yes,Fibra Óptica,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,1,Tarjeta de Crédito,112.75,3.7583333333333333,8192.6,0.0
5183-SNMJQ,0.0,Masculino,0,0,0,10,1,No,Fibra Óptica,No,No,No,Yes,Yes,Yes,Mensual,1,Tarjeta de Crédito,95.1,3.17,865.1,0.0
5186-EJEGL,0.0,Masculino,0,0,0,9,1,No,DSL,Yes,No,Yes,Yes,Yes,No,Mensual,1,Cheque por Correo,69.5,2.316666666666667,653.25,0.0
5186-PEIZU,0.0,Femenino,0,0,0,35,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Transferencia Bancaria,19.25,0.6416666666666667,617.65,0.0
5186-SAMNZ,1.0,Masculino,1,0,0,1,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Transferencia Bancaria,69.5,2.316666666666667,69.5,0.0
5188-HGMLP,0.0,Masculino,1,1,0,54,1,Yes,Fibra Óptica,No,No,No,No,No,No,Mensual,0,Transferencia Bancaria,74.0,2.466666666666667,3919.15,0.0
5192-EBGOV,1.0,Femenino,1,0,0,1,1,Yes,Fibra Óptica,No,No,No,No,Yes,No,Mensual,1,Cheque Electrónico,85.7,2.856666666666667,85.7,0.0
5193-QLVZB,0.0,Masculino,0,0,0,63,1,Yes,Fibra Óptica,No,Yes,Yes,No,Yes,Yes,Bienal,1,Transferencia Bancaria,104.75,3.4916666666666667,6536.5,0.0
5195-KPUNQ,0.0,Femenino,1,0,0,53,1,No,Fibra Óptica,Yes,Yes,No,Yes,No,Yes,Anual,1,Cheque por Correo,96.75,3.225,5206.55,0.0
5196-SGOAK,1.0,Femenino,0,0,0,1,1,No,Fibra Óptica,No,Yes,No,No,No,No,Mensual,1,Cheque Electrónico,75.7,2.5233333333333334,75.7,0.0
5196-WPYOW,0.0,Masculino,0,1,1,67,1,No,DSL,Yes,Yes,No,Yes,No,No,Anual,0,Cheque por Correo,60.05,2.0016666666666665,3994.05,0.0
5197-LQXXH,0.0,Femenino,0,1,0,71,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Bienal,1,Tarjeta de Crédito,83.3,2.7766666666666664,5894.5,0.0
5197-PYEPU,0.0,Femenino,0,1,1,42,1,Yes,Fibra Óptica,Yes,Yes,No,No,Yes,No,Anual,1,Tarjeta de Crédito,94.45,3.1483333333333334,3923.8,0.0
5197-YPYBZ,0.0,Femenino,0,1,1,12,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Tarjeta de Crédito,25.25,0.8416666666666667,274.7,0.0
5198-EFNBM,0.0,Masculino,1,1,0,57,1,No,Fibra Óptica,No,Yes,Yes,No,Yes,No,Anual,1,Cheque Electrónico,90.65,3.021666666666667,5199.8,0.0
5198-HQAEN,0.0,Masculino,0,1,1,35,1,No,Fibra Óptica,No,Yes,No,Yes,Yes,No,Anual,1,Cheque Electrónico,89.7,2.99,3165.6,0.0
5199-FPUSP,0.0,Masculino,0,0,1,33,0,No phone service,DSL,Yes,No,No,Yes,No,No,Anual,0,Tarjeta de Crédito,34.05,1.135,1113.95,0.0
5201-CBWYG,0.0,Masculino,0,1,1,62,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Transferencia Bancaria,24.8,0.8266666666666667,1476.25,0.0
5201-FRKKS,0.0,Masculino,0,0,0,25,1,No,Fibra Óptica,Yes,No,No,No,No,No,Mensual,0,Transferencia Bancaria,74.3,2.4766666666666666,1952.25,0.0
5201-USSQZ,0.0,Femenino,0,1,0,26,1,No,Fibra Óptica,No,No,No,Yes,No,Yes,Mensual,0,Tarjeta de Crédito,85.9,2.8633333333333337,2196.45,0.0
5202-IVJNU,1.0,Femenino,0,0,1,39,0,No phone service,DSL,No,No,Yes,No,No,No,Mensual,0,Tarjeta de Crédito,30.1,1.0033333333333334,1131.3,0.0
5203-XEHAX,0.0,Femenino,0,0,0,34,1,No,DSL,Yes,Yes,No,No,No,Yes,Anual,0,Cheque Electrónico,64.35,2.145,2053.05,0.0
5204-HMGYF,0.0,Femenino,0,1,1,49,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Anual,1,Cheque por Correo,87.2,2.9066666666666667,4345.0,0.0
5204-QZXPU,1.0,Masculino,0,0,0,19,0,No phone service,DSL,No,No,Yes,No,Yes,No,Mensual,1,Cheque Electrónico,39.65,1.3216666666666665,733.35,0.0
5206-HPJKM,0.0,Masculino,0,0,0,17,1,No,DSL,Yes,Yes,No,No,No,No,Mensual,1,Tarjeta de Crédito,55.5,1.85,934.15,0.0
